CustomerID,ab_group
3070-DVEYC,B
5707-ORNDZ,B
8696-JKZNU,B
5380-AFSSK,A
2055-PDADH,B
8714-EUHJO,A
3721-CNEYS,A
2568-OIADY,A
1193-RTSLK,B
2302-ANTDP,B
5923-GXUOC,A
5233-GEEAX,A
4432-ADRLB,B
8993-PHFWD,A
1565-RHDJD,B
7137-RYLPP,A
3765-JXVKY,B
7330-WZLNC,A
3957-LXOLK,A
6635-MYYYZ,B
5281-BUZGT,B
5378-IKEEG,B
2718-GAXQD,A
6413-XKKPU,A
1449-XQEMT,B
2626-URJFX,A
2612-RRIDN,A
4735-ASGMA,B
3669-LVWZB,B
6892-EZDTG,B
9725-SCPZG,B
5884-GCYMI,A
3217-FZDMN,A
7853-GVUDZ,B
7480-QNVZJ,A
3943-KDREE,B
9239-ZBZZV,A
4398-HSCJH,B
4430-UZIPO,A
4855-SNKMY,A
8008-HAWED,A
7124-UGSUR,A
1862-SKORY,A
1502-XFCVR,A
9692-TUSXH,A
7912-SYRQT,B
4816-JBHOV,B
8292-TYSPY,A
1867-BDVFH,A
2359-QWQUL,B
9103-TCIHJ,B
4140-WJAWW,A
6653-CBBOM,A
3247-ZVOUO,A
6101-IMRMM,B
1268-ASBGA,B
8943-URTMR,A
4713-LZDRV,B
4325-NFSKC,B
2955-PSXOE,B
7762-URZQH,B
6907-NZZIJ,B
2911-UREFD,B
3744-ZRRDZ,B
5673-TIYIB,A
1602-IJQQE,B
4628-WQCQQ,A
1644-IRKSF,A
3705-PSNGL,B
6502-HCJTI,B
2606-RMDHZ,A
8258-GSTJK,A
6861-OKBCE,A
9940-RHLFB,B
2995-UPRYS,B
6686-YPGHK,B
1383-EZRWL,B
4759-TRPLW,A
8563-IIOXK,A
8020-BWHYL,A
2982-VPSGI,A
8199-ZLLSA,A
4625-EWPTF,A
5980-NOPLP,B
6892-XPFPU,B
8010-EZLOU,A
9874-QLCLH,B
8062-YBDOE,A
6000-APYLU,A
0947-IDHRQ,B
3672-YITQD,A
9048-JVYVF,A
8988-ECPJR,B
3776-EKTKM,A
1902-XBTFB,A
0643-OKLRP,A
9381-NDKME,A
2794-XIMMO,A
8382-SHQEH,A
2983-ZANRP,A
7845-URHJN,A
3034-ZBEQN,B
8327-LZKAS,A
1075-BGWOH,A
0302-JOIVN,A
5366-IJEQJ,B
1981-INRFU,A
4971-PUYQO,A
8485-GJCDN,A
1527-SXDPN,B
6029-WTIPC,B
8634-CILSZ,B
6682-QJDGB,A
8780-IXSTS,B
9530-EHPOH,B
0345-HKJVM,A
3049-SOLAY,A
3317-HRTNN,A
3235-ETOOB,A
8058-INTPH,A
5569-OUICF,A
8821-XNHVZ,B
2082-OJVTK,B
5940-NFXKV,A
8053-WWDRO,B
9564-KCLHR,A
2082-CEFLT,B
1213-NGCUN,A
5688-KZTSN,A
2894-QOJRX,B
5747-PMBSQ,A
3143-JQEGI,B
6386-SZZKH,A
2982-IHMFT,A
3521-SYVOR,A
9526-JAWYF,B
5649-VUKMC,A
5143-EGQFK,B
4919-IKATY,B
9050-QLROH,A
6168-WFVVF,B
0877-SDMBN,B
8065-YKXKD,A
9637-EIHEQ,B
9689-PTNPG,A
9465-RWMXL,A
2362-IBOOY,A
0843-WTBXE,B
5515-IDEJJ,B
7450-NWRTR,A
5376-DEQCP,B
9095-HFAFX,A
2379-ENZGV,B
6005-OBZPH,A
7932-WPTDS,A
2722-VOJQL,B
5228-EXCET,B
7394-FKDNK,A
6331-LWDTQ,B
1597-FZREH,A
7000-WCEVQ,B
0727-IWKVK,A
5959-BELXA,A
3512-IZIKN,A
6141-OOXUQ,B
7503-ZGUZJ,B
2506-TNFCO,A
8718-PTMEZ,B
2207-OBZNX,A
6142-VSJQO,B
6437-UKHMV,B
1114-CENIM,B
6060-DRTNL,A
8473-VUVJN,A
6289-CPNLD,B
5536-SLHPM,B
0196-VULGZ,A
8837-VVWLQ,A
2696-NARTR,B
7614-QVWQL,B
1976-CFOCS,B
4631-OACRM,B
3755-JBMNH,B
6345-ULYRW,B
1809-DMJHQ,B
6923-EFPNL,A
9574-RKJIF,B
2619-WFQWU,A
0778-NELLA,B
4614-NUVZD,B
3803-KMQFW,B
6804-GDMOI,A
9572-MTILT,A
9611-CTWIH,B
0329-GTIAJ,A
6629-CZTTH,B
5364-EVNIB,B
5087-SUURX,A
0013-EXCHZ,B
5550-VFRLC,A
4929-BSTRX,A
2225-ZRGSG,B
5271-YNWVR,B
2657-ALMWY,B
6330-JKLPC,A
4667-OHGKG,B
1660-HSOOQ,A
7253-UVNDW,B
7228-OMTPN,A
6284-AHOOQ,A
2344-JMOGN,A
3799-ISUZQ,B
1794-HBQTJ,B
2460-FPSYH,A
4818-DRBQT,B
1320-HTRDR,B
1493-AMTIE,A
6424-ELEYH,A
4391-RESHN,A
6821-BUXUX,B
5028-HTLJB,A
9801-GDWGV,A
2320-JRSDE,B
0601-WZHJF,A
5143-WMWOG,B
5393-RXQSZ,B
0231-LXVAP,B
9444-JTXHZ,B
5510-BOIUJ,B
4471-KXAUH,A
7638-QVMVY,A
3244-DCJWY,B
0875-CABNR,A
7812-FZHPE,B
4797-AXPXK,B
5229-PRWKT,A
6982-UQZLY,B
5057-LCOUI,A
0193-ESZXP,B
4369-HTUIF,A
0156-FVPTA,B
1984-FCOWB,A
0654-HMSHN,A
5287-QWLKY,A
5196-SGOAK,B
1891-UAWWU,A
6108-OQZDQ,A
0363-QJVFX,B
9840-DVNDC,A
3096-JRDSO,B
8042-JVNFH,A
3374-LXDEV,B
5049-GLYVG,A
5883-GTGVD,B
4817-QRJSX,B
2398-YPMUR,B
9985-MWVIX,A
1265-XTECC,B
2237-ZFSMY,B
4871-JTKJF,A
1415-YFWLT,A
6711-VTNRE,B
3500-RMZLT,A
4548-SDBKE,B
8066-POXGX,B
4143-OOBWZ,B
7854-EKTJL,A
9102-IAYHT,B
3422-LYEPQ,A
2642-DTVCO,A
4361-JEIVL,B
1363-TXLSL,A
9507-EXLTT,A
9846-GKXAS,A
6017-PPLPX,A
7136-RVDTZ,B
4581-SSPWD,A
6927-WTFIV,B
3398-ZOUAA,B
0378-NHQXU,A
4512-ZUIYL,B
7969-AULMZ,B
0568-ONFPC,A
0733-VUNUW,A
4550-EVXNY,A
2968-SSGAA,B
4844-JJWUY,A
6777-TGHTM,B
3538-WZPHD,A
4785-QRJHC,A
8610-WFCJF,B
4905-JEFDW,B
7881-INRLC,B
0117-LFRMW,B
6172-FECYY,B
1965-AKTSX,B
4786-UKSNZ,A
7248-VZQLC,B
0011-IGKFF,A
4192-GORJT,A
6496-SLWHQ,B
9912-GVSEQ,B
5383-MMTWC,A
7240-ETPTR,B
2202-CUYXZ,A
5995-OIGLP,A
6261-RCVNS,A
7951-QKZPL,B
3640-PHQXK,A
6877-LGWXO,B
8019-ENHXU,B
5167-GBFRE,A
9033-EOXWV,A
1324-NLTJE,B
1522-VVDMG,B
9185-TQCVP,A
5567-WSELE,A
8063-RJYNF,B
0687-ZVTHB,A
9661-ACXBS,B
3727-RJMEO,B
6646-VRFOL,B
5685-IIXLY,A
4250-ZBWLV,B
5095-AESKG,B
1871-MOWRM,A
2027-OAQQC,A
9090-SGQXL,A
6595-YGXIT,B
9835-ZIITK,A
1555-DJEQW,A
5649-TJHOV,A
0519-XUZJU,A
6338-AVWCY,A
9253-QXKBE,A
9445-SZLCH,B
7568-PODML,A
5349-IECLD,A
3945-GFWQL,B
3797-VTIDR,B
9526-BIHHD,B
4523-WXCEF,B
8364-TRMMK,B
3063-QFSZL,A
8775-LHDJH,A
3097-NQYSN,A
3565-UNOCC,A
9249-FXSCK,A
5493-SDRDQ,B
0871-URUWO,B
9190-MFJLN,B
1095-JUDTC,A
0870-VEMYL,B
5385-SUIRI,B
3982-XWFZQ,B
4009-ALQFH,B
3627-FCRDW,A
7562-GSUHK,B
4903-UYAVB,B
6776-TLWOI,A
4077-CROMM,B
2868-MZAGQ,A
4847-QNOKA,A
6379-RXJRQ,A
8650-RHRKE,A
0475-RIJEP,A
1260-TTRXI,B
6328-ZPBGN,A
4789-KWMXN,B
2867-UIMSS,A
8111-RKSPX,B
1585-MQSSU,B
2856-NNASM,A
8559-CIZFV,B
7547-EKNFS,A
6769-DYBQN,B
4439-JMPMT,B
2446-BEGGB,B
1496-GGSUK,B
2575-GFSOE,B
2842-JTCCU,B
3296-SILRA,B
9681-OXGVC,A
5180-UCIIQ,B
7153-OANIO,A
6521-YYTYI,B
8878-HMWBV,B
3751-KTZEL,A
1977-STDKI,B
5813-UECBU,B
0328-GRPMV,A
4342-HENTK,B
4195-SMMNX,B
6956-SMUCM,A
3223-WZWJM,B
9053-JZFKV,B
2530-ENDWQ,B
6615-ZGEDR,A
9250-WYPLL,B
2754-XBHTB,B
1597-LHYNC,A
7055-VKGDA,A
0754-UKWQP,B
7493-TPUWZ,A
1577-HKTFG,B
8752-STIVR,B
4558-FANTW,B
8651-ENBZX,A
7623-TRNQN,B
9330-IJWIO,B
9286-DOJGF,A
9661-MHUMO,B
1842-EZJMK,A
8079-XRJRS,B
8073-IJDCM,A
8884-ADFVN,B
2720-WGKHP,B
2869-ADAWR,A
9894-EZEWG,B
7851-FLGGQ,A
0637-UBJRP,B
0940-OUQEC,A
0702-PGIBZ,B
1963-VAUKV,A
3058-HJCUY,A
3259-FDWOY,A
0807-ZABDG,A
5748-RNCJT,A
7739-LAXOG,B
9776-CLUJA,A
6034-ZRYCV,A
2079-FBMZK,A
6608-QQLVK,A
3551-HUAZH,B
6302-JGYRJ,A
3685-YLCMQ,A
8634-MPHTR,B
8761-NSOBC,B
8413-VONUO,A
9223-UCPVT,B
4351-QLCSU,B
5419-JPRRN,B
2100-BDNSN,B
0488-GSLFR,B
9318-NKNFC,B
9728-FTTVZ,B
7254-IQWOZ,A
2474-BRUCM,B
0742-NXBGR,B
6110-OHIHY,B
5889-LFOLL,B
5708-EVONK,A
8708-XPXHZ,B
0616-ATFGB,B
7016-BPGEU,A
6876-ADESB,A
1963-SVUCV,B
0220-EBGCE,B
2754-VDLTR,A
3190-XFANI,A
7551-DACSP,A
7235-NXZCP,B
0520-FDVVT,B
1444-VVSGW,A
5712-PTIWW,A
3315-TOTBP,A
6661-HBGWL,B
1518-VOWAV,A
5909-ECHUI,B
1309-BXVOQ,B
9317-WZPGV,A
2856-HYAPG,A
4488-PSYCG,B
3621-CEOVK,A
6906-ANDWJ,A
1031-IIDEO,B
5832-XKAES,B
4701-AHWMW,B
9210-IAHGH,B
0023-XUOPT,A
4592-IWTJI,A
7632-MNYOY,A
6518-LGAOV,A
7242-QZLXF,B
4576-CSAJH,B
1000-AJSLD,B
1062-LHZOD,A
9600-NAXZN,A
6457-USBER,A
4662-EKDPQ,B
9248-OJYKK,B
3398-FSHON,B
3319-DWOEP,A
9259-PACGQ,A
4415-IJZTP,B
1465-VINDH,A
2810-FTLEM,B
1925-TIBLE,B
0818-OCPZO,B
1447-GIQMR,B
0872-NXJYS,A
9412-ARGBX,B
1389-CXMLU,A
5561-NWEVX,A
2737-WFVYW,A
2272-QAGFO,A
9850-OWRHQ,B
3768-NLUBH,A
8676-TRMJS,A
7359-SSBJK,A
0685-MLYYM,A
8182-PNAGI,B
7957-RYHQD,B
2180-DXNEG,B
5515-AKOAJ,A
8976-OQHGT,A
6230-BSUXY,A
5294-CDGWY,B
5295-PCJOO,B
9863-JZAIC,A
7660-HDPJV,A
7931-PXHFC,A
3990-QYKBE,A
4919-MOAVT,B
3090-HAWSU,A
9820-RMCQV,A
7839-QRKXN,A
5204-QZXPU,A
4597-ELFTS,B
8450-JOVAH,B
1113-IUJYX,A
9274-CNFMO,B
7758-XKCBS,A
8992-JQYUN,B
0617-AQNWT,B
2446-PLQVO,A
3005-NFMTA,A
8784-CGILN,A
5389-FFVKB,B
8444-WRIDW,A
9451-LPGOO,A
5868-YWPDW,A
2025-JKFWI,B
4078-SAYYN,A
9940-HPQPG,B
6618-RYATB,B
9079-YEXQJ,A
2685-SREOM,B
0402-CQAJN,A
6692-UDPJC,B
1273-MTETI,B
5480-HPRRX,B
0295-PPHDO,B
1195-OIYEJ,B
5906-CVLHP,B
4501-EQDRN,A
2990-HWIML,A
7384-GHBPI,B
7603-USHJS,B
7234-FECYN,B
5876-HZVZM,B
1400-MMYXY,A
3085-QUOZK,B
3926-CUQZX,B
1041-RXHRA,A
1750-CSKKM,A
7142-HVGBG,A
8267-ZNYVZ,A
6457-GIRWB,B
1450-SKCVI,B
5570-PTWEH,A
6502-MJQAE,A
7693-LCKZL,B
0032-PGELS,B
6797-LNAQX,B
6394-MFYNG,B
1564-NTYXF,B
8155-IBNHG,B
0886-QGENL,B
8739-WWKDU,B
8685-WHQPW,A
4745-LSPLO,B
8083-YTZES,A
7240-FQLHE,B
6664-FPDAC,A
0786-VSSUD,B
3976-BWUCK,A
3585-ISXZP,B
6583-QGCSI,B
4174-LPGTI,B
2108-XWMPY,A
6304-IJFSQ,A
0093-XWZFY,B
1980-KXVPM,A
7703-ZEKEF,B
0723-DRCLG,B
5482-NUPNA,B
1122-JWTJW,B
1699-HPSBG,B
8775-CEBBJ,A
6894-LFHLY,B
0639-TSIQW,B
8361-LTMKD,A
7590-VHVEG,B
5575-GNVDE,B
7795-CFOCW,A
1452-KIOVK,B
6713-OKOMC,B
6388-TABGU,A
9763-GRSKD,B
7469-LKBCI,B
8091-TTVAX,B
5129-JLPIS,A
3655-SNQYZ,A
8191-XWSZG,B
9959-WOFKT,B
4183-MYFRB,A
1680-VDCWW,A
3638-WEABW,B
6322-HRPFA,A
6865-JZNKO,B
5248-YGIJN,A
3841-NFECX,A
4929-XIHVW,B
6827-IEAUQ,A
7310-EGVHZ,B
3413-BMNZE,A
6234-RAAPL,B
6572-ADKRS,B
8865-TNMNX,B
9489-DEDVP,A
9867-JCZSP,A
4671-VJLCL,A
4080-IIARD,B
3714-NTNFO,A
5948-UJZLF,A
7639-LIAYI,A
2954-PIBKO,B
8012-SOUDQ,B
6575-SUVOI,A
4667-QONEA,B
8769-KKTPH,B
5067-XJQFU,A
3957-SQXML,B
5954-BDFSG,B
0434-CSFON,B
1215-FIGMP,B
0526-SXDJP,B
0557-ASKVU,B
5122-CYFXA,A
8627-ZYGSZ,B
3410-YOQBQ,B
3170-NMYVV,A
7410-OIEDU,A
2273-QCKXA,A
0731-EBJQB,B
1891-QRQSA,A
8028-PNXHQ,A
5630-AHZIL,B
2673-CXQEU,A
6416-JNVRK,B
5590-ZSKRV,B
0191-ZHSKZ,B
3887-PBQAO,A
8108-UXRQN,B
9919-YLNNG,A
0318-ZOPWS,A
4445-ZJNMU,A
4808-YNLEU,B
1862-QRWPE,A
2796-NNUFI,A
3016-KSVCP,A
4767-HZZHQ,B
2424-WVHPL,A
7233-PAHHL,A
6067-NGCEU,A
9848-JQJTX,B
9803-FTJCG,B
3212-KXOCR,A
6380-ARCEH,B
3679-XASPY,A
7123-WQUHX,B
5386-THSLQ,A
6180-YBIQI,B
6728-DKUCO,B
9750-BOOHV,A
8597-CWYHH,A
2848-YXSMW,B
4549-ZDQYY,A
5712-AHQNN,B
5256-SKJGO,B
3071-VBYPO,B
9560-BBZXK,A
8402-OOOHJ,B
9445-ZUEQE,B
1091-SOZGA,B
2928-HLDBA,A
6497-TILVL,B
7219-TLZHO,B
4622-YNKIJ,A
6734-PSBAW,A
3930-ZGWVE,A
2639-UGMAZ,B
2876-GZYZC,A
8587-XYZSF,B
7799-LGRDP,A
7850-VWJUU,B
3774-VBNXY,B
6217-KDYWC,A
3146-MSEGF,B
1095-WGNGG,B
2636-SJDOU,B
1131-QQZEB,A
5716-EZXZN,A
6837-BJYDQ,B
6440-DKQGE,A
3466-BYAVD,A
3780-YVMFA,B
1679-JRFBR,A
9073-ZZIAY,A
3077-RSNTJ,A
6551-GNYDG,B
9167-APMXZ,A
2749-CTKAJ,A
6371-NZYEG,B
7554-NEWDD,A
8992-VONJD,A
4482-EWFMI,A
4648-YPBTM,A
2907-ILJBN,B
6345-FZOQH,A
5997-OPVFA,B
1159-WFSGR,A
7654-YWJUF,A
6727-IOTLZ,B
5918-VUKWP,B
1744-JHKYS,B
5947-SGKCL,B
3712-PKXZA,B
6582-OIVSP,B
5524-KHNJP,A
4827-USJHP,A
8167-GJLRN,B
0956-SYCWG,B
8017-UVSZU,B
7100-FQPRV,B
2984-RGEYA,A
9680-NIAUV,A
2146-EGVDT,B
2604-IJPDU,A
9178-JHUVJ,A
6168-YBYNP,A
7255-SSFBC,B
3645-DEYGF,A
9323-HGFWY,B
8544-GOQSH,B
3363-DTIVD,B
7018-WBJNK,A
9142-KZXOP,B
7674-YTAFD,B
6348-SNFUS,A
1347-KTTTA,B
4195-NZGTA,A
7157-SMCFK,B
4709-LKHYG,A
2504-DSHIH,A
0699-NDKJM,A
9286-BHDQG,A
0230-WEQUW,B
2040-LDIWQ,B
6496-JDSSB,A
4443-EMBNA,A
6469-MRVET,B
5961-VUSRV,A
6778-JFCMK,B
6341-JVQGF,A
4811-JBUVU,B
0945-TSONX,B
2651-ZCBXV,A
3316-UWXUY,B
7083-MIOPC,B
1984-GPTEH,A
0621-JFHOL,B
9903-LYSAB,A
9227-UAQFT,B
7301-ABVAD,A
6614-FHDBO,B
7576-ASEJU,A
9058-HRZSV,A
4522-AKYLR,B
0221-WMXNQ,A
0303-UNCIP,A
0959-WHOKV,B
4075-JFPGR,B
3282-ZISZV,B
3675-YDUPJ,A
4111-BNXIF,A
7017-VFHAY,B
6655-LHBYW,A
5046-NUHWD,A
7529-ZDFXI,B
7605-BDWDC,A
1950-KSVVJ,A
0123-CRBRT,A
6292-TOSSS,A
3197-ARFOY,A
7014-ZZXAW,A
7633-MVPUY,B
4716-HHKQH,A
3179-GBRWV,B
8645-KWHJO,A
4130-MZLCC,B
0314-TKOSI,A
8229-MYEJZ,A
2080-SRCDE,A
9577-WJVCQ,B
6202-DYYFX,A
3808-HFKDE,B
3727-OWVYD,B
2294-SALNE,A
4847-TAJYI,A
1563-IWQEX,A
8203-XJZRC,A
6556-DBKZF,A
6851-WEFYX,A
2985-JUUBZ,A
0895-LMRSF,A
8266-VBFQL,B
8181-YHCMF,B
2240-HSJQD,A
1248-DYXUB,A
4115-BNPJY,A
3167-SNQPL,A
4091-TVOCN,B
1098-TDVUQ,B
7277-OZCGZ,A
1557-EMYVT,B
2799-ARNLO,B
5027-YOCXN,B
3973-SKMLN,A
6745-JEFZB,B
9880-TDQAC,B
8705-WZCYL,A
7102-JJVTX,B
8626-PTQGE,A
4983-CLMLV,A
5701-YVSVF,A
5697-GOMBF,A
2739-CACDQ,A
9385-EHGDO,A
9498-FIMXL,A
2379-GYFLQ,B
2088-IEBAU,A
7982-VCELR,A
6035-BXTTY,A
6885-PKOAM,B
7520-HQWJU,A
9639-BUJXT,A
5924-SNGKP,B
0021-IKXGC,A
8966-SNIZF,A
6243-OZGFH,B
4654-DLAMQ,A
0513-RBGPE,A
5160-UXJED,A
4115-NZRKS,A
3351-NGXYI,B
8984-EYLLL,A
9833-TGFHX,B
9294-TDIPC,B
5229-DTFYB,B
0104-PPXDV,A
5176-LMJXE,B
3583-KRKMD,B
9069-LGEUL,A
7302-ZHMHP,B
9571-EDEBV,B
3520-FJGCV,B
6563-VRERX,A
6122-EFVKN,B
2805-EDJPQ,A
6862-CQUMB,A
7156-MXBJE,A
6158-HDPXZ,B
2863-IMQDR,A
5686-CMAWK,A
5651-CRHKQ,B
8204-YJCLA,B
6583-SZVGP,B
1708-PBBOA,B
8782-LKFPK,B
5522-JBWMO,B
3597-MVHJT,B
9774-NRNAU,B
0224-RLWWD,A
9967-ATRFS,B
3951-NJCVI,A
2977-CEBSX,A
0177-PXBAT,A
2519-ERQOJ,A
5876-QMYLD,B
2277-AXSDC,B
9442-JTWDL,A
3067-SVMTC,A
5495-GPSRW,B
7606-BPHHN,B
4742-DRORA,A
0111-KLBQG,B
4163-NCJAK,B
5233-AOZUF,B
5973-EJGDP,B
1996-DBMUS,B
7916-VCCPB,B
4686-GEFRM,B
5249-QYHEX,B
2233-FAGXV,A
5605-IYGFG,A
7663-ZTEGJ,B
3935-TBRZZ,B
8111-BKVDS,A
2055-SIFSS,A
2806-MLNTI,B
8734-DKSTZ,B
4360-PNRQB,B
6152-ONASV,B
7781-HVGMK,B
2181-UAESM,A
6048-NJXHX,A
2320-SLKMB,B
4980-URKXC,B
4376-KFVRS,B
5886-VLQVU,B
3577-AMVUX,A
0771-WLCLA,A
5628-RKIFK,B
0206-TBWLC,A
2937-FTHUR,B
1910-FMXJM,A
0732-OCQOC,B
5168-MSWXT,B
1090-ESELR,B
8592-PLTMQ,B
5760-WRAHC,B
8847-GEOOQ,B
4785-FCIFB,A
8313-NDOIA,A
5149-CUZUJ,A
0942-KOWSM,A
4237-CLSMM,A
1452-VOQCH,B
4719-UMSIY,B
6614-VBEGU,A
1480-BKXGA,A
2996-XAUVF,A
9076-AXYIK,A
5968-XQIVE,B
8896-RAZCR,A
4933-IKULF,B
1304-BCCFO,A
4104-PVRPS,A
3780-DDGSE,B
4431-EDMIQ,A
0486-LGCCH,A
4612-SSVHJ,B
5168-MQQCA,B
7971-HLVXI,A
9094-AZPHK,A
3649-JPUGY,B
3552-CTCYF,A
6778-YSNIH,B
5756-OZRIO,A
6579-JPICP,B
4134-BSXLX,A
0505-SPOOW,A
4374-YMUSQ,A
4513-CXYIX,A
3957-HHLMR,B
7803-XOCCZ,A
5736-YEJAX,A
8981-FJGLA,A
1135-LMECX,B
4332-MUOEZ,A
8535-SFUTN,B
8677-HDZEE,B
2475-MROZF,B
3482-ABPKK,A
6705-LXORM,B
7531-GQHME,A
5174-ITUMV,B
4109-CYRBD,B
0913-XWSCN,A
0750-EBAIU,B
8606-CIQUL,A
3571-DPYUH,A
7601-GNDYK,A
0356-OBMAC,B
8067-NIOYM,A
1403-GYAFU,B
4234-XTNEA,A
1297-VQDRP,A
5348-CAGXB,B
0621-HJWXJ,A
5844-QVTAT,A
8905-IAZPF,A
5394-MEITZ,B
6859-QNXIQ,A
2782-LFZVW,A
2866-IKBTM,A
7129-AZJDE,B
2560-PPCHE,B
4676-MQUEA,B
8138-EALND,B
3580-HYCSP,A
1352-HNSAW,A
2075-PUEPR,A
1982-FEBTD,A
5791-KAJFD,B
2654-VBVPB,B
1154-HYWWO,A
2501-XWWTZ,A
3716-UVSPD,B
6815-ABQFQ,B
7343-EOBEU,A
3701-SFMUH,B
6103-LIANB,A
7319-VENRZ,B
5846-NEQVZ,A
6967-QIQRV,A
5781-RFZRP,A
0308-IVGOK,A
7293-LSCDV,B
7025-WCBNE,B
5756-JYOJT,B
6030-REHUX,A
9548-LIGTA,B
5150-LJNSR,B
8270-RKSAP,A
6522-YRBXD,A
2640-LYMOV,A
1423-BMPBQ,A
2393-DIVAI,B
4568-KNYWR,B
8752-IMQOS,B
0742-LAFQK,A
0795-LAFGP,B
0619-OLYUR,B
5512-IDZEI,B
0459-SPZHJ,B
0215-BQKGS,B
9244-ZVAPM,A
8208-EUMTE,B
5172-MIGPM,B
1710-RCXUS,A
0374-FIUCA,B
5839-SUYVZ,A
5173-ZXXXL,A
1096-ADRUX,B
2001-MCUUW,B
2731-GJRDG,A
4723-BEGSG,B
6516-NKQBO,A
8672-OAUPW,A
8207-DMRVL,B
2804-ETQDK,B
6689-VRRTK,A
7138-GIRSH,A
9396-ZSFLL,A
6464-KEXXH,A
7134-MJPDY,A
5240-CAOYT,A
4059-IIEBK,A
4881-JVQOD,A
0516-UXRMT,A
4851-BQDNX,B
5148-HKFIR,A
3003-CMDUU,B
5016-IBERQ,A
6797-UCJHZ,B
2469-DTSGX,B
9931-KGHOA,B
1775-KWJKQ,A
7665-VIGUD,A
9411-TPQQV,B
7954-MLBUN,B
2077-DDHJK,A
9574-BOSMD,A
4908-XAXAY,B
8404-VLQFB,B
2391-IPLOP,A
3509-GWQGF,B
5845-BZZIB,A
1140-UKVZG,B
5183-SNMJQ,A
8100-PNJMH,B
7838-LAZFO,A
2085-JVGAD,A
8095-WANWK,A
3030-ZKIWL,B
9565-FLVCG,B
8755-OGKNA,A
2800-VEQXM,A
5533-RJFTJ,A
0214-JHPFW,B
5642-MHDQT,B
3088-FVYWK,A
9092-GDZKO,A
3729-OWRVL,A
2324-AALNO,B
5760-IFJOZ,B
2826-UWHIS,A
7501-IWUNG,A
4957-TREIR,A
7251-LJBQN,B
8040-MNRTF,A
1536-HBSWP,B
5313-FPXWG,A
0946-FKYTX,B
5076-YVXCM,B
8262-COGGB,A
6663-JOCQO,A
9620-QJREV,A
2682-KEVRP,A
2480-JZOSN,A
0078-XZMHT,A
9978-HYCIN,A
8338-QIUNR,A
1525-LNLOJ,B
9450-TRJUU,B
1766-GKNMI,B
6942-LBFDP,B
1456-TWCGB,B
7596-ZYWBB,A
8329-UTMVM,A
3014-WJKSM,B
3347-YJZZE,B
7929-DMBCV,A
9661-JALZV,B
5433-KYGHE,B
4312-KFRXN,A
5575-TPIZQ,B
0114-IGABW,A
9944-AEXBM,B
1853-ARAAQ,A
6952-OMNWB,B
4697-LUPSU,B
8434-VGEQQ,B
6549-YMFAW,B
4950-HKQTE,A
6786-OBWQR,A
2753-JMMCV,B
6621-YOBKI,A
1216-JWVUX,B
7564-GHCVB,A
1173-NOEYG,B
7595-EHCDL,A
6647-ZEDXT,A
2521-NPUZR,A
1307-TVUFB,B
7503-MIOGA,B
4381-MHQDC,A
6923-JHPMP,B
4018-PPNDW,A
1635-FJFCC,A
2499-AJYUA,A
6919-ELBGL,B
3966-HRMZA,B
6425-JWTDV,B
8405-IGQFX,A
8224-IVVPA,A
9477-LGWQI,B
1410-RSCMR,B
0139-IVFJG,B
5730-DBDSI,A
0030-FNXPP,A
5684-FJVYR,B
4013-GUXND,A
1266-NZYUI,A
7969-FFOWG,A
4718-DHSMV,A
5175-WLYXL,A
7817-OMJNA,A
8728-SKJLR,A
3137-NYQQI,A
7706-DZNKK,B
8823-RLPWL,B
9505-SQFSW,A
3758-CKOQL,B
5676-CFLYY,B
7521-AFHAB,B
0285-INHLN,A
5125-CNDSP,A
4992-LTJNE,B
2202-OUTMO,B
0810-BDHAW,A
0229-LFJAF,A
7131-ZQZNK,A
3442-ZHHCC,A
5726-CVNYA,A
9871-ELEYA,B
4257-GAESD,A
5173-WXOQV,A
2040-OBMLJ,B
6286-ZHAOK,A
3807-XHCJH,B
5671-RQRLP,A
8859-AXJZP,B
3174-AKMAS,A
9926-PJHDQ,B
7382-DFJTU,A
2798-NYLMZ,B
8098-TDCBU,B
3551-GAEGL,A
4785-NKHCX,A
3196-NVXLZ,A
0036-IHMOT,A
4178-EGMON,A
4220-TINQT,A
5318-YKDPV,B
7975-TZMLR,B
0295-QVKPB,A
4335-BSMJS,A
9146-JRIOX,A
5337-IIWKZ,B
9650-VBUOG,A
3487-EARAT,B
2672-TGEFF,B
4250-WAROZ,A
8184-WMOFI,B
6092-QZVPP,A
4625-LAMOB,A
0392-BZIUW,B
6549-NNDYT,B
0422-OHQHQ,A
6916-HIJSE,A
2316-ESMLS,B
9778-OGKQZ,A
7408-OFWXJ,A
6007-TCTST,A
2252-NKNSI,B
8713-IGZSO,B
7905-TVXTA,B
7695-PKLCZ,A
8374-UULRV,A
3224-DFQNQ,A
5275-PMFUT,B
4795-UXVCJ,B
9777-IQHWP,B
0979-MOZQI,B
2732-ISEZX,A
0323-XWWTN,B
1937-OTUKY,A
1573-LGXBA,B
1764-VUUMT,A
4713-ZBURT,A
3050-GBUSH,B
7876-AEHIG,A
7945-HLKEA,A
9342-VNIMQ,B
3523-BRGUW,B
3199-NPKCN,A
5170-PTRKA,B
4661-NJEUX,A
2123-AGEEN,B
1258-YMZNM,A
0048-LUMLS,B
5898-IGSLP,A
